"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.298856699451621,-0.285439342968506,-0.276925991894598,-0.280216547074049,-0.272776408950256,-0.276491033576797,-0.279409558114821,-0.279602733440352,-0.275696027627747,-0.277294561076167
-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.323824283418942,-0.313938695921806,-0.30399087674989,-0.305081110958134,-0.298352448149552,-0.299817475921421,-0.300426429403814,-0.29937131659759,-0.2961336608585,-0.294495337479101
-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.309569267411903,-0.301033745754606,-0.292803711051514,-0.296211879000914,-0.289133004055896,-0.292344646931233,-0.296454811963451,-0.295911472711647,-0.292469713628867,-0.289816438398543
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.324238587473619,-0.316538535656527,-0.31138057780655,-0.306349783025527,-0.307478533287652,-0.306794753343528,-0.308289084254392,-0.30805318265336,-0.309096201384528
-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.320415988056968,-0.313703144621436,-0.310663515855894,-0.305239368500587,-0.298651661405116,-0.301152000895761,-0.305791044778872,-0.307184930138597,-0.305976496035708,-0.301705238074415
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.318672252360799,-0.313342145206205,-0.316394763490286,-0.318343048306323,-0.319291761656019,-0.31995914545801,-0.319025399884515
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.318672252360799,-0.313342145206205,-0.316394763490286,-0.318343048306323,-0.319291761656019,-0.31995914545801,-0.319025399884515
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.318672252360799,-0.313342145206205,-0.316394763490286,-0.318343048306323,-0.319291761656019,-0.31995914545801,-0.319025399884515
-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.319234926399124,-0.308708622493166,-0.310872629861574,-0.315385764699394,-0.30892956857566,-0.3026275023193,-0.286752244354601,-0.29123472911518,-0.284829422995421,-0.28048963099319
-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.28043701145273,-0.218959670027672,-0.221276061205228,-0.220062804096977,-0.211182513775142,-0.178033383949205,-0.144524329802128,-0.14026528128214,-0.0993867809853442,-0.0866365211069056
-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.321589272276795,-0.311636527699541,-0.311126684490983,-0.313570538167606,-0.30766900228012,-0.301980033528928,-0.293740383061459,-0.295191365129326,-0.288204886863522,-0.283504519702952
-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.310916731233139,-0.295496793753958,-0.299807376078773,-0.305186181527256,-0.3047226103659,-0.305990625566715,-0.306705857221894,-0.308251381818492,-0.297934320474505,-0.296650790154256
-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.318762322445896,-0.315556711298439,-0.315152458975701,-0.310618111977006,-0.307814225835816,-0.310504110854378,-0.310424537506633,-0.305543292117808,-0.303292270042426
-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.314429216415032,-0.297759675367796,-0.301483459788536,-0.305826433412883,-0.304565587068261,-0.306010985036752,-0.307015007775527,-0.307807767948993,-0.292541655611162,-0.289814222558512
-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.324705678001728,-0.318762322445896,-0.315556711298439,-0.315152458975701,-0.310618111977006,-0.307814225835816,-0.310504110854378,-0.310424537506633,-0.305543292117808,-0.303292270042426
-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.320762559542909,-0.30850657719384,-0.308053831290146,-0.309365408301545,-0.305581434536711,-0.303845869481046,-0.306231169776597,-0.306424672826809,-0.296646112003154,-0.293917095871968
-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.271888140838927,-0.189177447661006,-0.189417296329268,-0.182961307827486,-0.1695357350795,-0.124716461478541,-0.0791000788316594,-0.0688205507653244,0.00158675298897052,0.0257294879591763
-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.267945295193935,-0.17814958399231,-0.173918269990857,-0.167478911633246,-0.153628244344407,-0.101134560380407,-0.0494710191206359,-0.042231923405436,0.0214070431993162,0.0416997925086303
-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.297187689197126,-0.293595527074067,-0.29664050542725,-0.295663704100702,-0.296253075902857,-0.297860788439486,-0.299701166976556,-0.280691721792566,-0.277591853608011
-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.323345820936387,-0.302166103772927,-0.297301475885226,-0.29878634846686,-0.295294839728231,-0.296289505083244,-0.296707760481657,-0.29733032740514,-0.279657963788633,-0.275319719558887
-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.308933140578265,-0.277739176120822,-0.285545070317183,-0.292004163016404,-0.29047132101191,-0.291940736443165,-0.293412277696455,-0.294425014341365,-0.269954428259444,-0.265791422265618
-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.317038675208534,-0.297187689197126,-0.293595527074067,-0.29664050542725,-0.295663704100702,-0.296253075902857,-0.297860788439486,-0.299701166976556,-0.280691721792566,-0.277591853608011
-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.324086087825817,-0.311612980192627,-0.306252718550824,-0.300813101961518,-0.295600814999918,-0.289467841004203,-0.288461301292138,-0.286956456202236,-0.27966630851034,-0.272308715969154
-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.326037760145484,-0.314600040275826,-0.312743902982714,-0.314100814131119,-0.305402180846738,-0.296535026650571,-0.284331254266917,-0.285602468171015,-0.276552449980178,-0.269531560473663
-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.325682021853861,-0.313226587223513,-0.306790846915552,-0.298974015426978,-0.293314024750486,-0.28722269217729,-0.288614870999189,-0.28799883650305,-0.282548352947702,-0.276181701545094
-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.318244502158525,-0.314007341027621,-0.312572125224548,-0.306501908777284,-0.301884026594746,-0.305520922714117,-0.305171430112497,-0.300365219988368,-0.297634769412145
-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.310723050359779,-0.284668198961555,-0.278022918314926,-0.268227910963426,-0.262757404812461,-0.253389654323342,-0.249248692929978,-0.243309250651993,-0.223690687638434,-0.203454597863825
-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.318244502158525,-0.314007341027621,-0.312572125224548,-0.306501908777284,-0.301884026594746,-0.305520922714117,-0.305171430112497,-0.300365219988368,-0.297634769412145
-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.310646183991545,-0.286647191786592,-0.282862856768761,-0.275752686615458,-0.270569150539096,-0.262736572688893,-0.262756919043478,-0.254199106339544,-0.233108466912537,-0.216113683162086
-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.326501294397099,-0.318244502158525,-0.314007341027621,-0.312572125224548,-0.306501908777284,-0.301884026594746,-0.305520922714117,-0.305171430112497,-0.300365219988368,-0.297634769412145
-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.274860248088837,-0.185047631965005,-0.182767413588724,-0.1729809752891,-0.156757901673142,-0.107665174808041,-0.0564102184082008,-0.0447522598450857,0.0300561517920324,0.0569616764372521
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.315518068689772,-0.303727626448374,-0.302493548305639,-0.297931415793544,-0.298666578733447,-0.298509099204564,-0.298918396065697,-0.284961998245664,-0.280527967321871
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.317928259054522,-0.311755346817552,-0.312088620951006,-0.308430854405976,-0.308494374217024,-0.305038205740631,-0.300361808976379,-0.293252979495741,-0.290759444152278
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.327355257583682,-0.318176354768563,-0.318843130374112,-0.316477525894308,-0.315699091884172,-0.311716612089931,-0.305242800161642,-0.304597618755781,-0.303777004358865
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.327355257583682,-0.318176354768563,-0.318843130374112,-0.316477525894308,-0.315699091884172,-0.311716612089931,-0.305242800161642,-0.304597618755781,-0.303777004358865
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.326137145035744,-0.320824762226946,-0.321253753275272,-0.319498251949767,-0.318935362184017,-0.315686013230289,-0.311771795458788,-0.310394691673865,-0.310835677480333
-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.321608486513045,-0.306226586964262,-0.306169513665025,-0.303272502843813,-0.299142126067543,-0.297279735302179,-0.294179945238475,-0.289703264767682,-0.275039313028191,-0.272043615319816
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.325176841928082,-0.320778215314684,-0.320710807835107,-0.319043138352731,-0.318329505004929,-0.315254147063603,-0.310535917440964,-0.30948939876137,-0.309717119726806
-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.32694991020153,-0.319307983269407,-0.315538560532634,-0.31664320870936,-0.31340696450367,-0.30971800987438,-0.307343136226212,-0.301766735495236,-0.295485227019515,-0.292305316550764
-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.331223913717924,-0.326033116281032,-0.320098940012316,-0.321109128157125,-0.319977656270936,-0.318820500476415,-0.3133357677401,-0.305451118674772,-0.305894868484996,-0.306281531892963
-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.317863246419137,-0.313646019382524,-0.315560423033439,-0.312066342684165,-0.30727858664708,-0.304113017222413,-0.296951264034719,-0.289684327236385,-0.285524363094984
-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.325637462945722,-0.317863246419137,-0.313646019382524,-0.315560423033439,-0.312066342684165,-0.30727858664708,-0.304113017222413,-0.296951264034719,-0.289684327236385,-0.285524363094984
